,location_code,location_region_code,postcode,geocode,th_province,en_province,th_district,en_district,th_subdistrict,en_subdistrict,latitude,longitude
5281,103801237,104900007 ,63130,63130,ตาก,Tak,อำเภอสามเงา,Sam Ngao,ตำบลวังจันทร์,Wang Chan,17.278505,99.15610500000001
5282,103806035,104900002 ,63140,63140,ตาก,Tak,อำเภอแม่ระมาด,Mae Ramat,ตำบลแม่ระมาด,Mae Ramat,16.971104,98.52369
5283,103806036,104900002 ,63140,63140,ตาก,Tak,อำเภอแม่ระมาด,Mae Ramat,ตำบลแม่จะเรา,Mae Charao,16.904411,98.55693000000001
5284,103806037,104900002 ,63140,63140,ตาก,Tak,อำเภอแม่ระมาด,Mae Ramat,ตำบลขะเนจื้อ,Khane Chue,17.074965,98.483795
5285,103804913,104900002 ,63140,63140,ตาก,Tak,อำเภอแม่ระมาด,Mae Ramat,ตำบลแม่ตื่น,Mae Tuen,17.194633,98.56527
5286,103806039,104900002 ,63140,63140,ตาก,Tak,อำเภอแม่ระมาด,Mae Ramat,ตำบลสามหมื่น,Sam Muen,17.052069,98.78697
5287,103804025,104900003 ,63140,63140,ตาก,Tak,อำเภอแม่ระมาด,Mae Ramat,ตำบลพระธาตุ,Phrathat,17.007275,98.65954
5288,103806042,104900002 ,63150,63150,ตาก,Tak,อำเภอท่าสองยาง,Tha Song Yang,ตำบลท่าสองยาง,Tha Song Yang,17.658484,97.88435
5289,103806043,104900002 ,63150,63150,ตาก,Tak,อำเภอท่าสองยาง,Tha Song Yang,ตำบลแม่ต้าน,Mae Tan,17.266189999999998,98.27074
5290,103806044,104900002 ,63150,63150,ตาก,Tak,อำเภอท่าสองยาง,Tha Song Yang,ตำบลแม่สอง,Mae Song,17.4945,98.150696
5291,103806045,104900002 ,63150,63150,ตาก,Tak,อำเภอท่าสองยาง,Tha Song Yang,ตำบลแม่หละ,Mae La,17.16995,98.35922
5292,103806046,104900002 ,63150,63150,ตาก,Tak,อำเภอท่าสองยาง,Tha Song Yang,ตำบลแม่วะหลวง,Mae Wa Luang,17.707355,97.97371
5293,103806047,104900002 ,63150,63150,ตาก,Tak,อำเภอท่าสองยาง,Tha Song Yang,ตำบลแม่อุสุ,Mae Usu,17.372170999999998,98.22015
5294,103806049,104900002 ,63110,63110,ตาก,Tak,อำเภอแม่สอด,Mae Sot,ตำบลแม่สอด,Mae Sot,16.712763,98.57504
5295,103806050,104900002 ,63110,63110,ตาก,Tak,อำเภอแม่สอด,Mae Sot,ตำบลแม่กุ,Mae Ku,16.621912,98.65449
5296,103806051,104900002 ,63110,63110,ตาก,Tak,อำเภอแม่สอด,Mae Sot,ตำบลพะวอ,Phawo,16.761318,98.76386
5297,103806052,104900002 ,63110,63110,ตาก,Tak,อำเภอแม่สอด,Mae Sot,ตำบลแม่ตาว,Mae Tao,16.666014,98.55858
5298,103806053,104900002 ,63110,63110,ตาก,Tak,อำเภอแม่สอด,Mae Sot,ตำบลแม่กาษา,Mae Kasa,16.877993,98.64544000000001
5299,103806054,104900002 ,63110,63110,ตาก,Tak,อำเภอแม่สอด,Mae Sot,ตำบลท่าสายลวด,Tha Sai Luat,16.728731,98.50819399999999
5300,103805094,104900002 ,63110,63110,ตาก,Tak,อำเภอแม่สอด,Mae Sot,ตำบลแม่ปะ,Mae Pa,16.75181,98.59227
5301,103806056,104900002 ,63110,63110,ตาก,Tak,อำเภอแม่สอด,Mae Sot,ตำบลมหาวัน,Mahawan,16.571722,98.6616
5302,103806057,104900002 ,63110,63110,ตาก,Tak,อำเภอแม่สอด,Mae Sot,ตำบลด่านแม่ละเมา,Dan Mae Lamao,16.747694,98.86195
5303,103806058,104900002 ,63110,63110,ตาก,Tak,อำเภอแม่สอด,Mae Sot,ตำบลพระธาตุผาแดง,Phrathat Pha Daeng,16.680124,98.64451
5304,103806060,104900002 ,63160,63160,ตาก,Tak,อำเภอพบพระ,Phop Phra,ตำบลพบพระ,Phop Phra,16.402195000000003,98.69676
5305,103806061,104900002 ,63160,63160,ตาก,Tak,อำเภอพบพระ,Phop Phra,ตำบลช่องแคบ,Chong Khaep,16.513693,98.71598
5306,103806062,104900002 ,63160,63160,ตาก,Tak,อำเภอพบพระ,Phop Phra,ตำบลคีรีราษฎร์,Khiri Rat,16.50329,98.912766
5307,103806063,104900002 ,63160,63160,ตาก,Tak,อำเภอพบพระ,Phop Phra,ตำบลวาเล่ย์,Wale,16.334723999999998,98.71477
5308,103806064,104900002 ,63160,63160,ตาก,Tak,อำเภอพบพระ,Phop Phra,ตำบลรวมไทยพัฒนา,Ruam Thai Phatthana,16.433722,98.78798
5309,103806066,104900002 ,63170,63170,ตาก,Tak,อำเภออุ้มผาง,Umphang,ตำบลอุ้มผาง,Umphang,16.019144,98.95411
5310,103802417,104900003 ,63170,63170,ตาก,Tak,อำเภออุ้มผาง,Umphang,ตำบลหนองหลวง,Nong Luang,16.040134,98.75017
5311,103806068,104900002 ,63170,63170,ตาก,Tak,อำเภออุ้มผาง,Umphang,ตำบลโมโกร,Mo Kro,16.219843,98.96332
5312,103805558,104900002 ,63170,63170,ตาก,Tak,อำเภออุ้มผาง,Umphang,ตำบลแม่จัน,Mae Chan,15.731641,98.71597
5313,103806070,104900002 ,63170,63170,ตาก,Tak,อำเภออุ้มผาง,Umphang,ตำบลแม่ละมุ้ง,Mae Lamung,15.64161,98.96583000000001
5314,103806071,104900002 ,63170,63170,ตาก,Tak,อำเภออุ้มผาง,Umphang,ตำบลแม่กลอง,Mae Klong,16.06583,98.83357
5315,103806078,104900002 ,64000,64000,สุโขทัย,Sukhothai,อำเภอเมืองสุโขทัย,Mueang Sukhothai,ตำบลธานี,Thani,17.011618,99.82285999999999
5316,103806081,104900002 ,64000,64000,สุโขทัย,Sukhothai,อำเภอเมืองสุโขทัย,Mueang Sukhothai,ตำบลปากแคว,Pak Khwae,17.041807000000002,99.82374
5317,103806082,104900002 ,64000,64000,สุโขทัย,Sukhothai,อำเภอเมืองสุโขทัย,Mueang Sukhothai,ตำบลยางซ้าย,Yang Sai,16.970426999999997,99.829475
5318,103800805,104900001 ,64000,64000,สุโขทัย,Sukhothai,อำเภอเมืองสุโขทัย,Mueang Sukhothai,ตำบลบ้านกล้วย,Ban Kluai,17.026308,99.774345
5319,103806084,104900002 ,64000,64000,สุโขทัย,Sukhothai,อำเภอเมืองสุโขทัย,Mueang Sukhothai,ตำบลบ้านหลุม,Ban Lum,16.983045999999998,99.87026
5320,103806086,104900002 ,64000,64000,สุโขทัย,Sukhothai,อำเภอเมืองสุโขทัย,Mueang Sukhothai,ตำบลปากพระ,Pak Phra,16.916191,99.83595
5321,103801101,104900007 ,64220,64220,สุโขทัย,Sukhothai,อำเภอเมืองสุโขทัย,Mueang Sukhothai,ตำบลบ้านสวน,Ban Suan,17.041492,99.91346
5322,103806085,104900002 ,64220,64220,สุโขทัย,Sukhothai,อำเภอเมืองสุโขทัย,Mueang Sukhothai,ตำบลตาลเตี้ย,Tan Tia,17.062864,99.87088
5323,103801075,104900001 ,64210,64210,สุโขทัย,Sukhothai,อำเภอเมืองสุโขทัย,Mueang Sukhothai,ตำบลเมืองเก่า,Mueang Kao,17.016335,99.68490600000001
5324,103806087,104900002 ,64210,64210,สุโขทัย,Sukhothai,อำเภอเมืองสุโขทัย,Mueang Sukhothai,ตำบลวังทองแดง,Wang Thong Daeng,17.105463,99.69226
5325,103806089,104900002 ,64140,64140,สุโขทัย,Sukhothai,อำเภอบ้านด่านลานหอย,Ban Dan Lan Hoi,ตำบลลานหอย,Lan Hoi,16.906395,99.58492
5326,103801677,104900001 ,64140,64140,สุโขทัย,Sukhothai,อำเภอบ้านด่านลานหอย,Ban Dan Lan Hoi,ตำบลบ้านด่าน,Ban Dan,17.033178,99.58428
5327,103806091,104900002 ,64140,64140,สุโขทัย,Sukhothai,อำเภอบ้านด่านลานหอย,Ban Dan Lan Hoi,ตำบลวังตะคร้อ,Wang Takhro,16.927828,99.50610999999999
5328,103806092,104900002 ,64140,64140,สุโขทัย,Sukhothai,อำเภอบ้านด่านลานหอย,Ban Dan Lan Hoi,ตำบลวังน้ำขาว,Wang Nam Khao,17.116564,99.56848000000001
5329,103800518,104900001 ,64140,64140,สุโขทัย,Sukhothai,อำเภอบ้านด่านลานหอย,Ban Dan Lan Hoi,ตำบลตลิ่งชัน,Taling Chan,17.15625,99.41424599999999
5330,103803731,104900003 ,64140,64140,สุโขทัย,Sukhothai,อำเภอบ้านด่านลานหอย,Ban Dan Lan Hoi,ตำบลหนองหญ้าปล้อง,Nong Ya Plong,16.996317,99.48135
5331,103806095,104900002 ,64140,64140,สุโขทัย,Sukhothai,อำเภอบ้านด่านลานหอย,Ban Dan Lan Hoi,ตำบลวังลึก,Wang Luek,17.044708,99.45985999999999
5332,103801811,104900003 ,64160,64160,สุโขทัย,Sukhothai,อำเภอคีรีมาศ,Khiri Mat,ตำบลโตนด,Tanot,16.837618,99.82551600000001
5333,103803820,104900003 ,64160,64160,สุโขทัย,Sukhothai,อำเภอคีรีมาศ,Khiri Mat,ตำบลทุ่งหลวง,Thung Luang,16.876741,99.79366
5334,103800436,104900001 ,64160,64160,สุโขทัย,Sukhothai,อำเภอคีรีมาศ,Khiri Mat,ตำบลบ้านป้อม,Ban Pom,16.932762,99.77835
5335,103806100,104900002 ,64160,64160,สุโขทัย,Sukhothai,อำเภอคีรีมาศ,Khiri Mat,ตำบลสามพวง,Sam Phuang,16.792067000000003,99.79583000000001
5336,103806101,104900002 ,64160,64160,สุโขทัย,Sukhothai,อำเภอคีรีมาศ,Khiri Mat,ตำบลศรีคีรีมาศ,Si Khiri Mat,16.826988,99.70665
5337,103801011,104900001 ,64160,64160,สุโขทัย,Sukhothai,อำเภอคีรีมาศ,Khiri Mat,ตำบลหนองจิก,Nong Chik,16.741814,99.7593
5338,103806103,104900002 ,64160,64160,สุโขทัย,Sukhothai,อำเภอคีรีมาศ,Khiri Mat,ตำบลนาเชิงคีรี,Na Choeng Khiri,16.925383,99.685234
5339,103806104,104900002 ,64160,64160,สุโขทัย,Sukhothai,อำเภอคีรีมาศ,Khiri Mat,ตำบลหนองกระดิ่ง,Nong Krading,16.801107000000002,99.85871
5340,103806105,104900002 ,64160,64160,สุโขทัย,Sukhothai,อำเภอคีรีมาศ,Khiri Mat,ตำบลบ้านน้ำพุ,Ban Namphu,16.807774,99.64111
5341,103806106,104900002 ,64160,64160,สุโขทัย,Sukhothai,อำเภอคีรีมาศ,Khiri Mat,ตำบลทุ่งยางเมือง,Thung Yang Mueang,16.75447,99.83740999999999
5342,103806108,104900002 ,64170,64170,สุโขทัย,Sukhothai,อำเภอกงไกรลาศ,Kong Krailat,ตำบลกง,Kong,16.9026,99.95631
5343,103806109,104900002 ,64170,64170,สุโขทัย,Sukhothai,อำเภอกงไกรลาศ,Kong Krailat,ตำบลบ้านกร่าง,Ban Krang,16.946682,99.959114
5344,103806110,104900002 ,64170,64170,สุโขทัย,Sukhothai,อำเภอกงไกรลาศ,Kong Krailat,ตำบลไกรนอก,Krai Nok,16.931719,100.053566
5345,103806111,104900002 ,64170,64170,สุโขทัย,Sukhothai,อำเภอกงไกรลาศ,Kong Krailat,ตำบลไกรกลาง,Krai Klang,16.99428,99.99724599999999
5346,103806112,104900002 ,64170,64170,สุโขทัย,Sukhothai,อำเภอกงไกรลาศ,Kong Krailat,ตำบลไกรใน,Krai Nai,17.033272,99.97558599999999
5347,103806113,104900002 ,64170,64170,สุโขทัย,Sukhothai,อำเภอกงไกรลาศ,Kong Krailat,ตำบลดงเดือย,Dong Dueai,16.922712,100.01163000000001
5348,103803813,104900003 ,64170,64170,สุโขทัย,Sukhothai,อำเภอกงไกรลาศ,Kong Krailat,ตำบลป่าแฝก,Pa Faek,16.96953,99.926315
5349,103806115,104900002 ,64170,64170,สุโขทัย,Sukhothai,อำเภอกงไกรลาศ,Kong Krailat,ตำบลกกแรต,Kok Raet,16.999084,100.04235
5350,103800923,104900001 ,64170,64170,สุโขทัย,Sukhothai,อำเภอกงไกรลาศ,Kong Krailat,ตำบลท่าฉนวน,Tha Chanuan,16.876606,99.884415
5351,103803083,104900003 ,64170,64170,สุโขทัย,Sukhothai,อำเภอกงไกรลาศ,Kong Krailat,ตำบลหนองตูม,Nong Tum,16.852428,99.92690999999999
5352,103806118,104900002 ,64170,64170,สุโขทัย,Sukhothai,อำเภอกงไกรลาศ,Kong Krailat,ตำบลบ้านใหม่สุขเกษม,Ban Mai Suk Kasem,16.954857,100.07816
5353,103806120,104900002 ,64130,64130,สุโขทัย,Sukhothai,อำเภอศรีสัชนาลัย,Si Satchanalai,ตำบลหาดเสี้ยว,Hat Siao,17.520203,99.76487
5354,103800646,104900001 ,64130,64130,สุโขทัย,Sukhothai,อำเภอศรีสัชนาลัย,Si Satchanalai,ตำบลป่างิ้ว,Pa Ngio,17.536645999999998,99.81026
5355,103806122,104900002 ,64130,64130,สุโขทัย,Sukhothai,อำเภอศรีสัชนาลัย,Si Satchanalai,ตำบลแม่สำ,Mae Sam,17.614906,99.63926
5356,103806123,104900002 ,64130,64130,สุโขทัย,Sukhothai,อำเภอศรีสัชนาลัย,Si Satchanalai,ตำบลแม่สิน,Mae Sin,17.729704,99.67636
5357,103806124,104900002 ,64130,64130,สุโขทัย,Sukhothai,อำเภอศรีสัชนาลัย,Si Satchanalai,ตำบลบ้านตึก,Ban Tuek,17.646917000000002,99.87642
5358,103803516,104900003 ,64130,64130,สุโขทัย,Sukhothai,อำเภอศรีสัชนาลัย,Si Satchanalai,ตำบลหนองอ้อ,Nong O,17.482508,99.749954
5359,103806128,104900002 ,64130,64130,สุโขทัย,Sukhothai,อำเภอศรีสัชนาลัย,Si Satchanalai,ตำบลดงคู่,Dong Khu,17.546689999999998,99.89931
5360,103805156,104900002 ,64130,64130,สุโขทัย,Sukhothai,อำเภอศรีสัชนาลัย,Si Satchanalai,ตำบลบ้านแก่ง,Ban Kaeng,17.508476,99.57901
5361,103806130,104900002 ,64130,64130,สุโขทัย,Sukhothai,อำเภอศรีสัชนาลัย,Si Satchanalai,ตำบลสารจิตร,Sarachit,17.421003,99.726
5362,103800912,104900001 ,64190,64190,สุโขทัย,Sukhothai,อำเภอศรีสัชนาลัย,Si Satchanalai,ตำบลท่าชัย,Tha Chai,17.442239999999998,99.84798
5363,103806127,104900002 ,64190,64190,สุโขทัย,Sukhothai,อำเภอศรีสัชนาลัย,Si Satchanalai,ตำบลศรีสัชนาลัย,Si Satchanalai,17.403883,99.774185
5364,103806132,104900002 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลคลองตาล,Khlong Tan,17.160595,99.859024
5365,103806095,104900002 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลวังลึก,Wang Luek,17.145632,99.915726
5366,103800513,104900001 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลสามเรือน,Sam Ruean,17.181074,99.89953
5367,103800631,104900001 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลบ้านนา,Ban Na,17.16725,99.8214
5368,103800842,104900001 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลวังทอง,Wang Thong,17.143539999999998,99.809074
5369,103806137,104900002 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลนาขุนไกร,Na Khun Krai,17.195745000000002,99.58014
5370,103806138,104900002 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลเกาะตาเลี้ยง,Ko Ta Liang,17.106462,99.90416
5371,103806139,104900002 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลวัดเกาะ,Wat Ko,17.188316,99.827095
5372,103803073,104900003 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลบ้านไร่,Ban Rai,17.166712,99.761635
5373,103806141,104900002 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลทับผึ้ง,Thap Phueng,17.084902,99.83049
5374,103806142,104900002 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลบ้านซ่าน,Ban San,17.197638,99.77599000000001
5375,103805779,104900002 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลวังใหญ่,Wang Yai,17.112648,99.78738
5376,103806144,104900002 ,64120,64120,สุโขทัย,Sukhothai,อำเภอศรีสำโรง,Si Samrong,ตำบลราวต้นจันทร์,Rao Ton Chan,17.2096,99.66226
5377,103806146,104900002 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลเมืองสวรรคโลก,Mueang Sawankhalok,17.315853,99.83254000000001
5378,103800910,104900001 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลในเมือง,Nai Mueang,17.323101,99.87299
5379,103806148,104900002 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลคลองกระจง,Khlong Krachong,17.243633,99.837975
5380,103806149,104900002 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลวังพิณพาทย์,Wang Phin Phat,17.338224,99.811745
5381,103806150,104900002 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลวังไม้ขอน,Wang Mai Khon,17.306692,99.80436
5382,103806151,104900002 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลย่านยาว,Yan Yao,17.274936999999998,99.85573000000001
5383,103806152,104900002 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลนาทุ่ง,Na Thung,17.308657,99.744804
5384,103806153,104900002 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลคลองยาง,Khlong Yang,17.401653,99.91597
5385,103806154,104900002 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลเมืองบางยม,Mueang Bang Yom,17.21358,99.87599
5386,103806155,104900002 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลท่าทอง,Tha Thong,17.211275,99.838066
5387,103800233,104900001 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลปากน้ำ,Pak Nam,17.220356,99.92955
5388,103806157,104900002 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลป่ากุมเกาะ,Pa Kum Ko,17.364805,99.793755
5389,103806158,104900002 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลเมืองบางขลัง,Mueang Bang Khlang,17.237469,99.70626
5390,103805732,104900002 ,64110,64110,สุโขทัย,Sukhothai,อำเภอสวรรคโลก,Sawankhalok,ตำบลหนองกลับ,Nong Klap,17.246986,99.76711
5391,103806161,104900002 ,64180,64180,สุโขทัย,Sukhothai,อำเภอศรีนคร,Si Nakhon,ตำบลศรีนคร,Si Nakhon,17.370504,99.98116999999999
5392,103806162,104900002 ,64180,64180,สุโขทัย,Sukhothai,อำเภอศรีนคร,Si Nakhon,ตำบลนครเดิฐ,Nakhon Doet,17.469317999999998,99.957596
5393,103806163,104900002 ,64180,64180,สุโขทัย,Sukhothai,อำเภอศรีนคร,Si Nakhon,ตำบลน้ำขุม,Nam Khum,17.42663,99.98448
5394,103806164,104900002 ,64180,64180,สุโขทัย,Sukhothai,อำเภอศรีนคร,Si Nakhon,ตำบลคลองมะพลับ,Khlong Maphlap,17.325024,99.96113000000001
5395,103800755,104900001 ,64180,64180,สุโขทัย,Sukhothai,อำเภอศรีนคร,Si Nakhon,ตำบลหนองบัว,Nong Bua,17.287235,99.95381
5396,103806167,104900002 ,64230,64230,สุโขทัย,Sukhothai,อำเภอทุ่งเสลี่ยม,Thung Saliam,ตำบลบ้านใหม่ไชยมงคล,Ban Mai Chai Mongkhon,17.311916,99.67454000000001
5397,103806171,104900002 ,64230,64230,สุโขทัย,Sukhothai,อำเภอทุ่งเสลี่ยม,Thung Saliam,ตำบลเขาแก้วศรีสมบูรณ์,Khao Kaeo Si Sombun,17.332375,99.645134
5398,103806168,104900002 ,64150,64150,สุโขทัย,Sukhothai,อำเภอทุ่งเสลี่ยม,Thung Saliam,ตำบลไทยชนะศึก,Thai Chana Suek,17.37707,99.588585
5399,103806169,104900002 ,64150,64150,สุโขทัย,Sukhothai,อำเภอทุ่งเสลี่ยม,Thung Saliam,ตำบลทุ่งเสลี่ยม,Thung Saliam,17.308313000000002,99.56272
5400,103801955,104900003 ,64150,64150,สุโขทัย,Sukhothai,อำเภอทุ่งเสลี่ยม,Thung Saliam,ตำบลกลางดง,Klang Dong,17.3901,99.491875
5401,103800910,104900001 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลในเมือง,Nai Mueang,16.81409,100.25959
5402,103806176,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลวัดจันทร์,Wat Chan,16.802471,100.2308
5403,103806155,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลท่าทอง,Tha Thong,16.797176,100.196434
5404,103806179,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลท่าโพธิ์,Tha Pho,16.759076999999998,100.19626
5405,103806180,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลสมอแข,Samo Khae,16.839245000000002,100.34851
5406,103800600,104900001 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลดอนทอง,Don Thong,16.91098,100.416
5407,103800991,104900001 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลบ้านป่า,Ban Pa,16.927114000000003,100.35515
5408,103806183,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลปากโทก,Pak Thok,16.889757,100.25336
5409,103800420,104900001 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลหัวรอ,Hua Ro,16.874976999999998,100.28319499999999
5410,103806185,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลจอมทอง,Chom Thong,16.89242,100.219215
5411,103806109,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลบ้านกร่าง,Ban Krang,16.860212,100.17719
5412,103806187,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลบ้านคลอง,Ban Khlong,16.831406,100.23722
5413,103806188,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลพลายชุมพล,Phlai Chumphon,16.846307999999997,100.2215
5414,103806189,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลมะขามสูง,Makham Sung,16.924892,100.25711
5415,103806190,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลอรัญญิก,Aranyik,16.799792999999998,100.28796
5416,103806191,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลบึงพระ,Bueng Phra,16.747488,100.27476999999999
5417,103806192,104900002 ,65000,65000,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลไผ่ขอดอน,Phai Kho Don,16.91124,100.159874
5418,103806175,104900002 ,65230,65230,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลวังน้ำคู้,Wang Nam Khu,16.661388,100.27428
5419,103806177,104900002 ,65230,65230,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลวัดพริก,Wat Phrik,16.714607,100.24247
5420,103801068,104900001 ,65230,65230,พิษณุโลก,Phitsanulok,อำเภอเมืองพิษณุโลก,Mueang Phitsanulok,ตำบลงิ้วงาม,Ngio Ngam,16.670343,100.236275
5421,103806195,104900002 ,65120,65120,พิษณุโลก,Phitsanulok,อำเภอนครไทย,Nakhon Thai,ตำบลนครไทย,Nakhon Thai,17.126701,100.83844
5422,103806196,104900002 ,65120,65120,พิษณุโลก,Phitsanulok,อำเภอนครไทย,Nakhon Thai,ตำบลหนองกะท้าว,Nong Kathao,17.0623,100.72665
5423,103806197,104900002 ,65120,65120,พิษณุโลก,Phitsanulok,อำเภอนครไทย,Nakhon Thai,ตำบลบ้านแยง,Ban Yaeng,16.919172,100.75959
5424,103806198,104900002 ,65120,65120,พิษณุโลก,Phitsanulok,อำเภอนครไทย,Nakhon Thai,ตำบลเนินเพิ่ม,Noen Phoem,17.033112,100.94596
5425,103802261,104900003 ,65120,65120,พิษณุโลก,Phitsanulok,อำเภอนครไทย,Nakhon Thai,ตำบลนาบัว,Na Bua,17.241226,100.88401999999999
5426,103805919,104900002 ,65120,65120,พิษณุโลก,Phitsanulok,อำเภอนครไทย,Nakhon Thai,ตำบลนครชุม,Nakhon Chum,17.260742,100.80639000000001
5427,103806201,104900002 ,65120,65120,พิษณุโลก,Phitsanulok,อำเภอนครไทย,Nakhon Thai,ตำบลน้ำกุ่ม,Nam Kum,17.399048,100.86621
5428,103806202,104900002 ,65120,65120,พิษณุโลก,Phitsanulok,อำเภอนครไทย,Nakhon Thai,ตำบลยางโกลน,Yang Klon,17.24367,100.957726
5429,103806203,104900002 ,65120,65120,พิษณุโลก,Phitsanulok,อำเภอนครไทย,Nakhon Thai,ตำบลบ่อโพธิ์,Bo Pho,17.163809,101.02636
5430,103801602,104900001 ,65120,65120,พิษณุโลก,Phitsanulok,อำเภอนครไทย,Nakhon Thai,ตำบลบ้านพร้าว,Ban Phrao,17.146060000000002,100.76053
5431,103806205,104900002 ,65120,65120,พิษณุโลก,Phitsanulok,อำเภอนครไทย,Nakhon Thai,ตำบลห้วยเฮี้ย,Huai Hia,16.899317,100.92199000000001
5432,103805217,104900002 ,65170,65170,พิษณุโลก,Phitsanulok,อำเภอชาติตระการ,Chat Trakan,ตำบลป่าแดง,Pa Daeng,17.279154000000002,100.56938000000001
5433,103806208,104900002 ,65170,65170,พิษณุโลก,Phitsanulok,อำเภอชาติตระการ,Chat Trakan,ตำบลชาติตระการ,Chat Trakan,17.324759,100.700005
5434,103806209,104900002 ,65170,65170,พิษณุโลก,Phitsanulok,อำเภอชาติตระการ,Chat Trakan,ตำบลสวนเมี่ยง,Suan Miang,17.187153,100.532684
5435,103803341,104900003 ,65170,65170,พิษณุโลก,Phitsanulok,อำเภอชาติตระการ,Chat Trakan,ตำบลบ้านดง,Ban Dong,17.364717000000002,100.51607
